,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Major Group,ISCO Minor Code (TR),"Match Score (Exact = 1, Similar = 2) ",Matched to title instead of direct title,He/She is a <occupation>. / O bir <meslek>.,He/She is a <adj> <occupation>. / O <adj> bir <occupation>.,,,
13-1081,13,1081,Logisticians,Logistics Analyst,4321.19,4,Lojistik Takip Analisti,2,,O bir lojistik takip analisti.,O çok iyi bir lojistik takip analisti.,O iyi bir lojistik takip analisti.,O kötü bir lojistik takip analisti.,O çok kötü bir lojistik takip analisti.
13-1081,13,1081,Logisticians,Logistics Specialist,4321.22,4,Lojistik Uzmanı,1,,O bir lojistik uzmanı.,O çok iyi bir lojistik uzmanı.,O iyi bir lojistik uzmanı.,O kötü bir lojistik uzmanı.,O çok kötü bir lojistik uzmanı.
13-1111,13,1111,Management Analysts,Business Analyst,2423.03,2,iş Analisti,1,,O bir iş analisti.,O çok iyi bir iş analisti.,O iyi bir iş analisti.,O kötü bir iş analisti.,O çok kötü bir iş analisti.
13-1111,13,1111,Management Analysts,Business Consultant,2423.16,2,iş Danışmanı,1,,O bir iş danışmanı.,O çok iyi bir iş danışmanı.,O iyi bir iş danışmanı.,O kötü bir iş danışmanı.,O çok kötü bir iş danışmanı.
13-1111,13,1111,Management Analysts,Business Management Analyst,2421.03,2,Yönetim Analisti,2,,O bir yönetim analisti.,O çok iyi bir yönetim analisti.,O iyi bir yönetim analisti.,O kötü bir yönetim analisti.,O çok kötü bir yönetim analisti.
13-1111,13,1111,Management Analysts,Management Consultant,2421.04,2,Danışman ,2,,O bir danışman.,O çok iyi bir danışman.,O iyi bir danışman.,O kötü bir danışman.,O çok kötü bir danışman.
13-1111,13,1111,Management Analysts,,2421.03,2,Yönetim Analisti,1,Y,O bir yönetim analisti.,O çok iyi bir yönetim analisti.,O iyi bir yönetim analisti.,O kötü bir yönetim analisti.,O çok kötü bir yönetim analisti.
13-1121,13,1121,"Meeting, Convention, and Event Planners",Conference Organizer,3332.02,3,Konferans Düzenleyicisi,1,,O bir konferans düzenleyicisi.,O çok iyi bir konferans düzenleyicisi.,O iyi bir konferans düzenleyicisi.,O kötü bir konferans düzenleyicisi.,O çok kötü bir konferans düzenleyicisi.
13-1121,13,1121,"Meeting, Convention, and Event Planners",Events Manager,3332.03,3,Organizasyon Sorumlusu,1,,O bir organizasyon sorumlusu.,O çok iyi bir organizasyon sorumlusu.,O iyi bir organizasyon sorumlusu.,O kötü bir organizasyon sorumlusu.,O çok kötü bir organizasyon sorumlusu.
13-1121,13,1121,"Meeting, Convention, and Event Planners",Wedding Planner,3332.01,3,Düğün Düzenleyicisi,1,,O bir düğün düzenleyicisi.,O çok iyi bir düğün düzenleyicisi.,O iyi bir düğün düzenleyicisi.,O kötü bir düğün düzenleyicisi.,O çok kötü bir düğün düzenleyicisi.
13-1131,13,1131,Fundraisers,Campaign Fundraiser,4214.03,4,Yardım Tahsilatçısı,2,,O bir yardım tahsilatçısı.,O çok iyi bir yardım tahsilatçısı.,O iyi bir yardım tahsilatçısı.,O kötü bir yardım tahsilatçısı.,O çok kötü bir yardım tahsilatçısı.
13-1131,13,1131,Fundraisers,Fundraising Officer,4214.01,4,Bağış Toplama Elemanı,1,,O bir bağış toplama elemanı.,O çok iyi bir bağış toplama elemanı.,O iyi bir bağış toplama elemanı.,O kötü bir bağış toplama elemanı.,O çok kötü bir bağış toplama elemanı.
13-1141,13,1141,"Compensation, Benefits, and Job Analysis Specialists",Compensation Specialist,2423.15,2,Ücret Uzmanı,1,,O bir ücret uzmanı.,O çok iyi bir ücret uzmanı.,O iyi bir ücret uzmanı.,O kötü bir ücret uzmanı.,O çok kötü bir ücret uzmanı.
13-1141,13,1141,"Compensation, Benefits, and Job Analysis Specialists",Employee Benefits Specialist,2423.15,2,Yan Haklar Uzmanı,1,,O bir yan haklar uzmanı.,O çok iyi bir yan haklar uzmanı.,O iyi bir yan haklar uzmanı.,O kötü bir yan haklar uzmanı.,O çok kötü bir yan haklar uzmanı.
13-1141,13,1141,"Compensation, Benefits, and Job Analysis Specialists",Occupational Analyst,2423.06,2,Meslek Analizcisi,1,,O bir meslek analizcisi.,O çok iyi bir meslek analizcisi.,O iyi bir meslek analizcisi.,O kötü bir meslek analizcisi.,O çok kötü bir meslek analizcisi.
13-1151,13,1151,Training and Development Specialists,Computer Training Specialist,2356.01,2,Bilgisayar Eğiticisi,1,,O bir bilgisayar eğiticisi.,O çok iyi bir bilgisayar eğiticisi.,O iyi bir bilgisayar eğiticisi.,O kötü bir bilgisayar eğiticisi.,O çok kötü bir bilgisayar eğiticisi.
13-1151,13,1151,Training and Development Specialists,Job Training Specialist,2424.01,2,işgücü Yetiştirme Uzmanı,2,,O bir işgücü yetiştirme uzmanı.,O çok iyi bir işgücü yetiştirme uzmanı.,O iyi bir işgücü yetiştirme uzmanı.,O kötü bir işgücü yetiştirme uzmanı.,O çok kötü bir işgücü yetiştirme uzmanı.
13-1161,13,1161,Market Research Analysts and Marketing Specialists,Advertising Analyst,2431.01,2,ilan Ve Reklam işleri Sorumlusu,1,,O bir ilan ve reklam işleri sorumlusu.,O çok iyi bir ilan ve reklam işleri sorumlusu.,O iyi bir ilan ve reklam işleri sorumlusu.,O kötü bir ilan ve reklam işleri sorumlusu.,O çok kötü bir ilan ve reklam işleri sorumlusu.
13-1161,13,1161,Market Research Analysts and Marketing Specialists,Market Research Analyst,2431.03,2,Pazar Araştırma Analisti,1,,O bir pazar araştırma analisti.,O çok iyi bir pazar araştırma analisti.,O iyi bir pazar araştırma analisti.,O kötü bir pazar araştırma analisti.,O çok kötü bir pazar araştırma analisti.
13-1161,13,1161,Market Research Analysts and Marketing Specialists,Marketing Specialist,2431.04,2,Pazarlama Uzmanı,1,,O bir pazarlama uzmanı.,O çok iyi bir pazarlama uzmanı.,O iyi bir pazarlama uzmanı.,O kötü bir pazarlama uzmanı.,O çok kötü bir pazarlama uzmanı.
13-2011,13,2011,Accountants and Auditors,Account Auditor,2411.11,2,Muhasebe işleri Murakıp,2,,O bir muhasebe işleri murakıp.,O çok iyi bir muhasebe işleri murakıp.,O iyi bir muhasebe işleri murakıp.,O kötü bir muhasebe işleri murakıp.,O çok kötü bir muhasebe işleri murakıp.
13-2011,13,2011,Accountants and Auditors,Accountant,2411.09,2,Muhasebeci,1,,O bir muhasebeci.,O çok iyi bir muhasebeci.,O iyi bir muhasebeci.,O kötü bir muhasebeci.,O çok kötü bir muhasebeci.
13-2011,13,2011,Accountants and Auditors,Auditor,3359.09,3,Denetçi,1,,O bir denetçi.,O çok iyi bir denetçi.,O iyi bir denetçi.,O kötü bir denetçi.,O çok kötü bir denetçi.
13-2011,13,2011,Accountants and Auditors,Certified Public Accountant,2411.13,2,Yeminli Mali Müşavir,1,,O bir yeminli mali müşavir.,O çok iyi bir yeminli mali müşavir.,O iyi bir yeminli mali müşavir.,O kötü bir yeminli mali müşavir.,O çok kötü bir yeminli mali müşavir.
13-2011,13,2011,Accountants and Auditors,Financial Auditor,2411.05,2,Mali Denetçi,1,,O bir mali denetçi.,O çok iyi bir mali denetçi.,O iyi bir mali denetçi.,O kötü bir mali denetçi.,O çok kötü bir mali denetçi.
13-2011,13,2011,Accountants and Auditors,Internal Auditor,3359.18,3,iç Denetçi,1,,O bir iç denetçi.,O çok iyi bir iç denetçi.,O iyi bir iç denetçi.,O kötü bir iç denetçi.,O çok kötü bir iç denetçi.
13-2011,13,2011,Accountants and Auditors,Tax Accountant,4311.1,4,Muhasebe Ve Vergi Uygulamaları Meslek Elemanı,2,,O bir muhasebe ve vergi uygulamaları meslek elemanı.,O çok iyi bir muhasebe ve vergi uygulamaları meslek elemanı.,O iyi bir muhasebe ve vergi uygulamaları meslek elemanı.,O kötü bir muhasebe ve vergi uygulamaları meslek elemanı.,O çok kötü bir muhasebe ve vergi uygulamaları meslek elemanı.
13-2022,13,2022,Appraisers of Personal and Business Property,,3315.02,3,Muhammin,2,Y,O bir muhammin.,O çok iyi bir muhammin.,O iyi bir muhammin.,O kötü bir muhammin.,O çok kötü bir muhammin.
13-2023,13,2023,Appraisers and Assessors of Real Estate,Real Estate Appraiser,3315.08,3,Gayrimenkul Değerleme Uzmanı,1,,O bir gayrimenkul değerleme uzmanı.,O çok iyi bir gayrimenkul değerleme uzmanı.,O iyi bir gayrimenkul değerleme uzmanı.,O kötü bir gayrimenkul değerleme uzmanı.,O çok kötü bir gayrimenkul değerleme uzmanı.
13-2031,13,2031,Budget Analysts,Budget Coordinator,2411.23,2,Maliyet Analiz Bütçe Şefi,2,,O bir maliyet analiz bütçe şefi.,O çok iyi bir maliyet analiz bütçe şefi.,O iyi bir maliyet analiz bütçe şefi.,O kötü bir maliyet analiz bütçe şefi.,O çok kötü bir maliyet analiz bütçe şefi.
13-2031,13,2031,Budget Analysts,Budget Officer,2411.01,2,Bütçe Uzmanı,2,,O bir bütçe uzmanı.,O çok iyi bir bütçe uzmanı.,O iyi bir bütçe uzmanı.,O kötü bir bütçe uzmanı.,O çok kötü bir bütçe uzmanı.
13-2031,13,2031,Budget Analysts,Cost Analyst,2411.22,2,Maliyet Analiz Uzmanı,1,,O bir maliyet analiz uzmanı.,O çok iyi bir maliyet analiz uzmanı.,O iyi bir maliyet analiz uzmanı.,O kötü bir maliyet analiz uzmanı.,O çok kötü bir maliyet analiz uzmanı.
13-2041,13,2041,Credit Analysts,Credit Analyst,2631.07,2,Kredi Analisti,1,,O bir kredi analisti.,O çok iyi bir kredi analisti.,O iyi bir kredi analisti.,O kötü bir kredi analisti.,O çok kötü bir kredi analisti.
13-2051,13,2051,Financial and Investment Analysts,Corporate Financial Analyst,2413.02,2,Finans Analisti,1,,O bir finans analisti.,O çok iyi bir finans analisti.,O iyi bir finans analisti.,O kötü bir finans analisti.,O çok kötü bir finans analisti.
13-2051,13,2051,Financial and Investment Analysts,,2413.05,2,Yatırım Analisti,1,Y,O bir yatırım analisti.,O çok iyi bir yatırım analisti.,O iyi bir yatırım analisti.,O kötü bir yatırım analisti.,O çok kötü bir yatırım analisti.
13-2052,13,2052,Personal Financial Advisors,Certified Financial Planner,2412.01,2,Finansman Planlamacısı,1,,O bir finansman planlamacısı.,O çok iyi bir finansman planlamacısı.,O iyi bir finansman planlamacısı.,O kötü bir finansman planlamacısı.,O çok kötü bir finansman planlamacısı.
13-2052,13,2052,Personal Financial Advisors,,2413.09,2,Finans Uzmanı,2,Y,O bir finans uzmanı.,O çok iyi bir finans uzmanı.,O iyi bir finans uzmanı.,O kötü bir finans uzmanı.,O çok kötü bir finans uzmanı.
13-2052,13,2052,Personal Financial Advisors,Personal Investment Adviser,2412.05,2,Yatırım Danışmanı,1,,O bir yatırım danışmanı.,O çok iyi bir yatırım danışmanı.,O iyi bir yatırım danışmanı.,O kötü bir yatırım danışmanı.,O çok kötü bir yatırım danışmanı.
13-2053,13,2053,Insurance Underwriters,Insurance Underwriter,3321.04,3,Sigortacı,1,,O bir sigortacı.,O çok iyi bir sigortacı.,O iyi bir sigortacı.,O kötü bir sigortacı.,O çok kötü bir sigortacı.
13-2072,13,2072,Loan Officers,Commercial Lender,4213.01,4,ikrazatçı,2,,O bir ikrazatçı.,O çok iyi bir ikrazatçı.,O iyi bir ikrazatçı.,O kötü bir ikrazatçı.,O çok kötü bir ikrazatçı.
13-2072,13,2072,Loan Officers,Loan Officer,3312.01,3,Kredilendirme Görevlisi,1,,O bir kredilendirme görevlisi.,O çok iyi bir kredilendirme görevlisi.,O iyi bir kredilendirme görevlisi.,O kötü bir kredilendirme görevlisi.,O çok kötü bir kredilendirme görevlisi.
13-2072,13,2072,Loan Officers,Real Estate Loan Officer,3312.02,3,Mortgage Görevlisi,1,,O bir mortgage görevlisi.,O çok iyi bir mortgage görevlisi.,O iyi bir mortgage görevlisi.,O kötü bir mortgage görevlisi.,O çok kötü bir mortgage görevlisi.
13-2081,13,2081,"Tax Examiners and Collectors, and Revenue Agents",Tax Compliance Officer,3352.02,3,Vergi Denetmeni,2,,O bir vergi denetmeni.,O çok iyi bir vergi denetmeni.,O iyi bir vergi denetmeni.,O kötü bir vergi denetmeni.,O çok kötü bir vergi denetmeni.
15-1211,15,1211,Computer Systems Analysts,Computer Systems Consultant,2511.08,2,Sistem Danışmanı,2,,O bir sistem danışmanı.,O çok iyi bir sistem danışmanı.,O iyi bir sistem danışmanı.,O kötü bir sistem danışmanı.,O çok kötü bir sistem danışmanı.
15-1211,15,1211,Computer Systems Analysts,Information Systems Analyst,2511.01,2,BT Sistem Analisti,1,,O bir bt sistem analisti.,O çok iyi bir bt sistem analisti.,O iyi bir bt sistem analisti.,O kötü bir bt sistem analisti.,O çok kötü bir bt sistem analisti.
15-1211,15,1211,Computer Systems Analysts,Programmer Analyst,2512.03,2,Program Analisti,1,,O bir program analisti.,O çok iyi bir program analisti.,O iyi bir program analisti.,O kötü bir program analisti.,O çok kötü bir program analisti.
15-1211,15,1211,Computer Systems Analysts,Systems Architect,2511.03,2,Sistem Tasarımcısı,2,,O bir sistem tasarımcısı.,O çok iyi bir sistem tasarımcısı.,O iyi bir sistem tasarımcısı.,O kötü bir sistem tasarımcısı.,O çok kötü bir sistem tasarımcısı.
15-1212,15,1212,Information Security Analysts,Information Security Analyst,2529.05,2,Bilgi Güvenlik Uzmanı,1,,O bir bilgi güvenlik uzmanı.,O çok iyi bir bilgi güvenlik uzmanı.,O iyi bir bilgi güvenlik uzmanı.,O kötü bir bilgi güvenlik uzmanı.,O çok kötü bir bilgi güvenlik uzmanı.
15-1221,15,1221,Computer and Information Research Scientists,Computer Scientist,2120.09,2,Bilgisayar Bilimcisi,1,,O bir bilgisayar bilimcisi.,O çok iyi bir bilgisayar bilimcisi.,O iyi bir bilgisayar bilimcisi.,O kötü bir bilgisayar bilimcisi.,O çok kötü bir bilgisayar bilimcisi.
15-1231,15,1231,Computer Network Support Specialists,Network Technician,3513.02,3,Ağ Teknolojileri Teknikeri,1,,O bir ağ teknolojileri teknikeri.,O çok iyi bir ağ teknolojileri teknikeri.,O iyi bir ağ teknolojileri teknikeri.,O kötü bir ağ teknolojileri teknikeri.,O çok kötü bir ağ teknolojileri teknikeri.
15-1232,15,1232,Computer User Support Specialists,IT Support Specialist,3513.04,3,Bilgi işlem Destek Sorumlusu,1,,O bir bilgi işlem destek sorumlusu.,O çok iyi bir bilgi işlem destek sorumlusu.,O iyi bir bilgi işlem destek sorumlusu.,O kötü bir bilgi işlem destek sorumlusu.,O çok kötü bir bilgi işlem destek sorumlusu.
15-1242,15,1242,Database Administrators,Database Administration Manager,2521.01,2,Veri Tabanı Yöneticisi,1,,O bir veri tabanı yöneticisi.,O çok iyi bir veri tabanı yöneticisi.,O iyi bir veri tabanı yöneticisi.,O kötü bir veri tabanı yöneticisi.,O çok kötü bir veri tabanı yöneticisi.
15-1242,15,1242,Database Administrators,Database Programmer,3512.05,3,Veri Tabanı Programcı Teknisyeni,1,,O bir veri tabanı programcı teknisyeni.,O çok iyi bir veri tabanı programcı teknisyeni.,O iyi bir veri tabanı programcı teknisyeni.,O kötü bir veri tabanı programcı teknisyeni.,O çok kötü bir veri tabanı programcı teknisyeni.
15-1243,15,1243,Database Architects,,2521.04,2,Veri Tabanı Mimarı,1,Y,O bir veri tabanı mimarı.,O çok iyi bir veri tabanı mimarı.,O iyi bir veri tabanı mimarı.,O kötü bir veri tabanı mimarı.,O çok kötü bir veri tabanı mimarı.
15-1244,15,1244,Network and Computer Systems Administrators,,2522.02,2,Bilgisayar Sistemleri Yöneticisi,1,Y,O bir bilgisayar sistemleri yöneticisi.,O çok iyi bir bilgisayar sistemleri yöneticisi.,O iyi bir bilgisayar sistemleri yöneticisi.,O kötü bir bilgisayar sistemleri yöneticisi.,O çok kötü bir bilgisayar sistemleri yöneticisi.
15-1244,15,1244,Network and Computer Systems Administrators,Network Analyst,2523.03,2,Bilgisayar Ağı Analisti,1,,O bir bilgisayar ağı analisti.,O çok iyi bir bilgisayar ağı analisti.,O iyi bir bilgisayar ağı analisti.,O kötü bir bilgisayar ağı analisti.,O çok kötü bir bilgisayar ağı analisti.
15-1244,15,1244,Network and Computer Systems Administrators,Network Systems Administrator,2522.01,2,Bilgisayar Ağı Yöneticisi,1,,O bir bilgisayar ağı yöneticisi.,O çok iyi bir bilgisayar ağı yöneticisi.,O iyi bir bilgisayar ağı yöneticisi.,O kötü bir bilgisayar ağı yöneticisi.,O çok kötü bir bilgisayar ağı yöneticisi.
15-1251,15,1251,Computer Programmers,Applications Programmer,2514.03,2,Uygulama Programcısı,1,,O bir uygulama programcısı.,O çok iyi bir uygulama programcısı.,O iyi bir uygulama programcısı.,O kötü bir uygulama programcısı.,O çok kötü bir uygulama programcısı.
15-1251,15,1251,Computer Programmers,Computer Programmer,2514.01,2,Bilgisayar Programcısı,1,,O bir bilgisayar programcısı.,O çok iyi bir bilgisayar programcısı.,O iyi bir bilgisayar programcısı.,O kötü bir bilgisayar programcısı.,O çok kötü bir bilgisayar programcısı.
15-1251,15,1251,Computer Programmers,IT Programmer,3512.07,3,Bilişim Teknolojileri Teknisyeni,2,,O bir bilişim teknolojileri teknisyeni.,O çok iyi bir bilişim teknolojileri teknisyeni.,O iyi bir bilişim teknolojileri teknisyeni.,O kötü bir bilişim teknolojileri teknisyeni.,O çok kötü bir bilişim teknolojileri teknisyeni.
15-1251,15,1251,Computer Programmers,Systems Programmer,2514.02,2,Sistem Programcısı,1,,O bir sistem programcısı.,O çok iyi bir sistem programcısı.,O iyi bir sistem programcısı.,O kötü bir sistem programcısı.,O çok kötü bir sistem programcısı.
15-1252,15,1252,Software Developers,,2512.05,2,Yazılım Geliştiricisi,1,Y,O bir yazılım geliştiricisi.,O çok iyi bir yazılım geliştiricisi.,O iyi bir yazılım geliştiricisi.,O kötü bir yazılım geliştiricisi.,O çok kötü bir yazılım geliştiricisi.
15-1252,15,1252,Software Developers,Embedded Systems Software Developer,2514.04,2,Mikrodenetleyici Programcısı,2,,O bir mikrodenetleyici programcısı.,O çok iyi bir mikrodenetleyici programcısı.,O iyi bir mikrodenetleyici programcısı.,O kötü bir mikrodenetleyici programcısı.,O çok kötü bir mikrodenetleyici programcısı.
15-1252,15,1252,Software Developers,Mobile Applications Developer,2514.06,2,Mobil Yazılım Geliştirme Uzmanı,1,,O bir mobil yazılım geliştirme uzmanı.,O çok iyi bir mobil yazılım geliştirme uzmanı.,O iyi bir mobil yazılım geliştirme uzmanı.,O kötü bir mobil yazılım geliştirme uzmanı.,O çok kötü bir mobil yazılım geliştirme uzmanı.
15-1252,15,1252,Software Developers,Software Applications Designer,2512.04,2,Yazılım Tasarımcısı,1,,O bir yazılım tasarımcısı.,O çok iyi bir yazılım tasarımcısı.,O iyi bir yazılım tasarımcısı.,O kötü bir yazılım tasarımcısı.,O çok kötü bir yazılım tasarımcısı.
15-1252,15,1252,Software Developers,Software Engineer,2512.01,2,Yazılım Mühendisi,1,,O bir yazılım mühendisi.,O çok iyi bir yazılım mühendisi.,O iyi bir yazılım mühendisi.,O kötü bir yazılım mühendisi.,O çok kötü bir yazılım mühendisi.
