2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
13-2011,13,2011,Accountants and Auditors,Certified Public Accountant,2,Yeminli Mali Müşavir,He's a certified financial adviser.,He's a very good sworn financial adviser.,He's a good sworn financial adviser.,He's a bad sworn financial adviser.,He's a very bad sworn financial adviser.,he,he,he,he,he
13-2011,13,2011,Accountants and Auditors,Financial Auditor,2,Mali Denetçi,He's a financial auditor.,He's a very good financial auditor.,He's a good financial auditor.,He's a bad financial auditor.,He's a terrible financial auditor.,he,he,he,he,he
13-2011,13,2011,Accountants and Auditors,Internal Auditor,3,iç Denetçi,He's an internal auditor.,He's a very good internal auditor.,He's a good internal auditor.,He's a bad internal auditor.,He's a terrible internal auditor.,he,he,he,he,he
13-2011,13,2011,Accountants and Auditors,Tax Accountant,4,Muhasebe Ve Vergi Uygulamaları Meslek Elemanı,He's a professional in accounting and tax practices.,He's a very good accounting and tax practice professional.,He's a good accounting and tax practice professional.,He's a bad accounting and tax practice professional.,He's a very bad accounting and tax practice professional.,he,he,he,he,he
13-2022,13,2022,Appraisers of Personal and Business Property,Appraiser of Personal and Business Property,3,Muhammin,He's a muhammin.,He's a very good muhammin.,He's a good muhammin.,He's a bad mohammed.,He's a terrible mohammed.,he,he,he,he,he
13-2023,13,2023,Appraisers and Assessors of Real Estate,Real Estate Appraiser,3,Gayrimenkul Değerleme Uzmanı,He's a real estate appraiser.,He's a very good real estate appraiser.,He's a good real estate appraiser.,He's a bad real estate appraiser.,He's a terrible real estate appraiser.,he,he,he,he,he
13-2031,13,2031,Budget Analysts,Budget Coordinator,2,Maliyet Analiz Bütçe Şefi,He's a cost analysis budget chief.,He's a very good cost analysis budget chief.,He's a good cost analysis budget chief.,He's the budget chief of poor cost analysis.,He's the budget chief of cost analysis.,he,he,he,he,he
13-2031,13,2031,Budget Analysts,Budget Officer,2,Bütçe Uzmanı,He's a budget expert.,He's a very good budget specialist.,He's a good budget expert.,He's a bad budget expert.,He's a terrible budget expert.,he,he,he,he,he
13-2031,13,2031,Budget Analysts,Cost Analyst,2,Maliyet Analiz Uzmanı,He's a cost analyst.,He's a very good cost analyst.,He's a good cost analyst.,He's a bad cost analyst.,He's a terrible cost analyst.,he,he,he,he,he
13-2041,13,2041,Credit Analysts,Credit Analyst,2,Kredi Analisti,He's a credit analyst.,He's a very good credit analyst.,He's a good credit analyst.,He's a bad credit analyst.,He's a terrible credit analyst.,he,he,he,he,he
13-2051,13,2051,Financial and Investment Analysts,Corporate Financial Analyst,2,Finans Analisti,He's a financial analyst.,He's a very good financial analyst.,He's a good financial analyst.,He's a bad financial analyst.,He's a terrible financial analyst.,he,he,he,he,he
13-2051,13,2051,Financial and Investment Analysts,Investment Analyst,2,Yatırım Analisti,He's an investment analyst.,He's a very good investment analyst.,He's a good investment analyst.,He's a bad investment analyst.,He's a terrible investment analyst.,he,he,he,he,he
13-2052,13,2052,Personal Financial Advisors,Certified Financial Planner,2,Finansman Planlamacısı,He's a financing planner.,He's a very good funder.,He's a good funder.,He's a bad financing planner.,He's a terrible financing planner.,he,he,he,he,he
13-2052,13,2052,Personal Financial Advisors,Individual Pension Consultant,2,Finans Uzmanı,He's a financial expert.,He's a very good financial expert.,He's a good financial expert.,He's a bad financial expert.,He's a terrible financial expert.,he,he,he,he,he
13-2052,13,2052,Personal Financial Advisors,Personal Investment Adviser,2,Yatırım Danışmanı,He's an investment adviser.,He's a very good investment adviser.,He's a good investment adviser.,He's a bad investment adviser.,He's a terrible investment adviser.,he,he,he,he,he
13-2053,13,2053,Insurance Underwriters,Insurance Underwriter,3,Sigortacı,He's an insurer.,He's a very good insurer.,He's a good insurer.,He's a bad insurer.,He's a terrible insurer.,he,he,he,he,he
13-2072,13,2072,Loan Officers,Commercial Lender,4,ikrazatçı,He's an economist.,He's a very good economist.,He's a good economist.,He's a bad economist.,He's a terrible economist.,he,he,he,he,he
13-2072,13,2072,Loan Officers,Loan Officer,3,Kredilendirme Görevlisi,He's a loan officer.,He's a very good credit officer.,He's a good credit officer.,He's a bad credit officer.,He's a terrible credit officer.,he,he,he,he,he
13-2072,13,2072,Loan Officers,Real Estate Loan Officer,3,Mortgage Görevlisi,He's a mortgage worker.,He's a very good mortgage worker.,He's a good mortgage worker.,He's a bad mortgage worker.,He's a terrible mortgage worker.,he,he,he,he,he
13-2081,13,2081,"Tax Examiners and Collectors, and Revenue Agents",Tax Compliance Officer,3,Vergi Denetmeni,He's a tax inspector.,He's a very good tax inspector.,He's a good tax inspector.,He's a bad tax inspector.,He's a terrible tax inspector.,he,he,he,he,he
15-1211,15,1211,Computer Systems Analysts,Computer Systems Consultant,2,Sistem Danışmanı,He's a systems consultant.,He's a very good system consultant.,He's a good system consultant.,He's a bad system consultant.,He's a terrible system consultant.,he,he,he,he,he
15-1211,15,1211,Computer Systems Analysts,Information Systems Analyst,2,BT Sistem Analisti,He's an IT system analyst.,He's a very good IT system analyst.,He's a good IT system analyst.,He's a bad IT system analyst.,He's a very bad IT system analyst.,he,he,he,he,he
15-1211,15,1211,Computer Systems Analysts,Programmer Analyst,2,Program Analisti,He's a program analyst.,He's a very good program analyst.,He's a good program analyst.,He's a bad program analyst.,He's a terrible program analyst.,he,he,he,he,he
15-1211,15,1211,Computer Systems Analysts,Systems Architect,2,Sistem Tasarımcısı,He's a system designer.,He's a very good system designer.,He's a good system designer.,He's a bad system designer.,He's a terrible system designer.,he,he,he,he,he
15-1212,15,1212,Information Security Analysts,Information Security Analyst,2,Bilgi Güvenlik Uzmanı,He's an information security expert.,He's a very good information security expert.,He's a good information security expert.,He's a bad information security expert.,He's a terrible information security expert.,he,he,he,he,he
15-1221,15,1221,Computer and Information Research Scientists,Computer Scientist,2,Bilgisayar Bilimcisi,He's a computer scientist.,He's a very good computer scientist.,He's a good computer scientist.,He's a bad computer scientist.,He's a terrible computer scientist.,he,he,he,he,he
15-1231,15,1231,Computer Network Support Specialists,Network Technician,3,Ağ Teknolojileri Teknikeri,He's a network technology technician.,He's a very good network technology technician.,He's a good network technology technician.,He's a bad network technology technician.,He's a terrible network technology technician.,he,he,he,he,he
15-1232,15,1232,Computer User Support Specialists,IT Support Specialist,3,Bilgi işlem Destek Sorumlusu,He's an IT support officer.,He's a very good IT support officer.,He's a good IT support officer.,He's a bad I.T. support officer.,He's a terrible I.T. support officer.,he,he,he,he,he
15-1242,15,1242,Database Administrators,Database Administration Manager,2,Veri Tabanı Yöneticisi,He's a database manager.,He's a very good database manager.,He's a good database manager.,He's a bad database manager.,He's a very bad database manager.,he,he,he,he,he
15-1242,15,1242,Database Administrators,Database Programmer,3,Veri Tabanı Programcı Teknisyeni,He's a database programmer technician.,He's a very good database programmer technician.,He's a good database programmer technician.,He's a bad database programmer technician.,He's a terrible database programmer technician.,he,he,he,he,he
15-1243,15,1243,Database Architects,Data Architect,2,Veri Tabanı Mimarı,He's a database architect.,He's a very good database architect.,He's a good database architect.,He's a bad database architect.,He's a terrible database architect.,he,he,he,he,he
15-1244,15,1244,Network and Computer Systems Administrators,LAN Systems Administrator,2,Bilgisayar Sistemleri Yöneticisi,He's a computer systems administrator.,He's a very good computer systems administrator.,He's a good computer systems administrator.,He's a bad computer systems administrator.,He's a terrible computer systems administrator.,he,he,he,he,he
15-1244,15,1244,Network and Computer Systems Administrators,Network Analyst,2,Bilgisayar Ağı Analisti,He's a computer network analyst.,He's a very good computer network analyst.,He's a good computer network analyst.,He's a bad computer network analyst.,He's a terrible computer network analyst.,he,he,he,he,he
15-1244,15,1244,Network and Computer Systems Administrators,Network Systems Administrator,2,Bilgisayar Ağı Yöneticisi,He's a computer network administrator.,He's a very good computer network administrator.,He's a good computer network administrator.,He's a bad computer network administrator.,He's a terrible computer network administrator.,he,he,he,he,he
15-1251,15,1251,Computer Programmers,Applications Programmer,2,Uygulama Programcısı,He's an app programmer.,He's a very good app programmer.,He's a good app programmer.,He's a bad app programmer.,He's a terrible app programmer.,he,he,he,he,he
15-1251,15,1251,Computer Programmers,Computer Programmer,2,Bilgisayar Programcısı,He's a computer programmer.,He's a very good computer programmer.,He's a good computer programmer.,He's a bad computer programmer.,He's a terrible computer programmer.,he,he,he,he,he
15-1251,15,1251,Computer Programmers,IT Programmer,3,Bilişim Teknolojileri Teknisyeni,He's an IT technician.,He's a very good itinerary technician.,He's a good itinerary technician.,He's a bad itinerary technician.,He's a terrible itinerary technician.,he,he,he,he,he
15-1251,15,1251,Computer Programmers,Systems Programmer,2,Sistem Programcısı,He's a system programmer.,He's a very good system programmer.,He's a good system programmer.,He's a bad system programmer.,He's a terrible system programmer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Applications Developer,2,Yazılım Geliştiricisi,He's a software developer.,He's a very good software developer.,He's a good software developer.,He's a bad software developer.,He's a terrible software developer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Embedded Systems Software Developer,2,Mikrodenetleyici Programcısı,He's a microcontroller programmer.,He's a very good microcontroller programmer.,He's a good microcontroller programmer.,He's a bad microcontroller programmer.,He's a terrible microcontroller programmer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Mobile Applications Developer,2,Mobil Yazılım Geliştirme Uzmanı,He's a mobile software developer.,He's a very good mobile software developer.,He's a good mobile software developer.,He's a bad mobile software developer.,He's a very bad mobile software developer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Software Applications Designer,2,Yazılım Tasarımcısı,He's a software designer.,He's a very good software designer.,He's a good software designer.,He's a bad software designer.,He's a terrible software designer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Software Engineer,2,Yazılım Mühendisi,He's a software engineer.,He's a very good software engineer.,He's a good software engineer.,He's a bad software engineer.,He's a terrible software engineer.,he,he,he,he,he
15-1253,15,1253,Software Quality Assurance Analysts and Testers,Applications Tester,2,Yazılım Test Edicisi,He's a software tester.,He's a very good software tester.,He's a good software tester.,He's a bad software tester.,He's a very bad software tester.,he,he,he,he,he
15-1253,15,1253,Software Quality Assurance Analysts and Testers,Software Quality Assurance Technician,2,Kalite Güvence Analisti ,He's a quality assurance analyst.,He's a very good quality assurance analyst.,He's a good quality assurance analyst.,He's a bad quality assurance analyst.,He's a terrible quality assurance analyst.,he,he,he,he,he
