2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
13-2011,13,2011,Accountants and Auditors,Certified Public Accountant,2,Yeminli Mali Müşavir,He is a certified public accountant.,He is a very good sworn financial advisor.,He is a good sworn financial advisor.,He's a bad sworn financial advisor.,He is a very bad sworn financial advisor.,he,he,he,he,he
13-2011,13,2011,Accountants and Auditors,Financial Auditor,2,Mali Denetçi,He's a financial auditor.,He is a very good financial auditor.,He's a good financial auditor.,He's a bad auditor.,He's a very bad auditor.,he,he,he,he,he
13-2011,13,2011,Accountants and Auditors,Internal Auditor,3,iç Denetçi,He's an internal auditor.,He's a very good internal auditor.,He's a good internal auditor.,He's a bad internal auditor.,He's a very bad internal auditor.,he,he,he,he,he
13-2011,13,2011,Accountants and Auditors,Tax Accountant,4,Muhasebe Ve Vergi Uygulamaları Meslek Elemanı,He is an accounting and tax practice professional.,He is a very good accounting and tax practice professional.,He is a good accounting and tax practice professional.,He's a bad accounting and tax practice profession.,He is a very bad accounting and tax practice professional.,he,he,he,he,he
13-2022,13,2022,Appraisers of Personal and Business Property,Appraiser of Personal and Business Property,3,Muhammin,He's a convict.,He is a very good judge.,He's a good judge.,He's a bad judge.,He's a very bad judge.,he,he,he,he,he
13-2023,13,2023,Appraisers and Assessors of Real Estate,Real Estate Appraiser,3,Gayrimenkul Değerleme Uzmanı,He's a real estate appraiser.,He's a very good real estate appraiser.,He's a good real estate appraiser.,He's a bad real estate appraiser.,He's a very bad real estate appraiser.,he,he,he,he,he
13-2031,13,2031,Budget Analysts,Budget Coordinator,2,Maliyet Analiz Bütçe Şefi,He is a cost analysis budget chief.,He is a very good cost analysis budget chief.,He is a good cost analysis budget chief.,He is a bad cost analysis budget chief.,He is a very bad cost analysis budget chief.,he,he,he,he,he
13-2031,13,2031,Budget Analysts,Budget Officer,2,Bütçe Uzmanı,He's a budget expert.,He's a very good budget expert.,He's a good budget expert.,He's a bad budget expert.,He's a very bad budget expert.,he,he,he,he,he
13-2031,13,2031,Budget Analysts,Cost Analyst,2,Maliyet Analiz Uzmanı,He's a cost analyst.,He's a very good cost analyst.,He's a good cost analyst.,He's a bad cost analyst.,He's a very bad cost analyst.,he,he,he,he,he
13-2041,13,2041,Credit Analysts,Credit Analyst,2,Kredi Analisti,He's a credit analyst.,He is a very good credit analyst.,He's a good credit analyst.,He's a bad credit analyst.,He's a very bad credit analyst.,he,he,he,he,he
13-2051,13,2051,Financial and Investment Analysts,Corporate Financial Analyst,2,Finans Analisti,He's a finance analyst.,He is a very good financial analyst.,He's a good financial analyst.,He's a bad financial analyst.,He's a very bad financial analyst.,he,he,he,he,he
13-2051,13,2051,Financial and Investment Analysts,Investment Analyst,2,Yatırım Analisti,He's an investment analyst.,He's a very good investment analyst.,He's a good investment analyst.,He's a bad investment analyst.,He's a very bad investment analyst.,he,he,he,he,he
13-2052,13,2052,Personal Financial Advisors,Certified Financial Planner,2,Finansman Planlamacısı,He's a financing planner.,He's a very good financial planner.,He's a good financial planner.,He's a bad financial planner.,He's such a bad financial planner.,he,he,he,he,he
13-2052,13,2052,Personal Financial Advisors,Individual Pension Consultant,2,Finans Uzmanı,He's a financial expert.,He's a very good financial expert.,He's a good financial expert.,He's a bad financial expert.,He's a very bad financial expert.,he,he,he,he,he
13-2052,13,2052,Personal Financial Advisors,Personal Investment Adviser,2,Yatırım Danışmanı,He's an investment advisor.,He is a very good investment advisor.,He's a good investment advisor.,He's a bad investment advisor.,He's a very bad investment advisor.,he,he,he,he,he
13-2053,13,2053,Insurance Underwriters,Insurance Underwriter,3,Sigortacı,He's an insurer.,He's a very good insurer.,He's a good insurer.,He's a bad insurer.,He's a very bad insurer.,he,he,he,he,he
13-2072,13,2072,Loan Officers,Commercial Lender,4,ikrazatçı,He's a lender.,He's a very good lender.,He's a good lender.,He's a bad lender.,He's a very bad loaner.,he,he,he,he,he
13-2072,13,2072,Loan Officers,Loan Officer,3,Kredilendirme Görevlisi,He's a loan officer.,He's a very good lender.,He's a good lender.,He's a bad credit guy.,He's such a bad credit agent.,he,he,he,he,he
13-2072,13,2072,Loan Officers,Real Estate Loan Officer,3,Mortgage Görevlisi,He's a mortgage clerk.,He's a very good mortgage handler.,He's a good mortgage handler.,He's a bad mortgage clerk.,He's a very bad mortgage clerk.,he,he,he,he,he
13-2081,13,2081,"Tax Examiners and Collectors, and Revenue Agents",Tax Compliance Officer,3,Vergi Denetmeni,He's a tax inspector.,He's a very good tax inspector.,He's a good tax inspector.,He's a bad tax inspector.,He's a very bad tax inspector.,he,he,he,he,he
15-1211,15,1211,Computer Systems Analysts,Computer Systems Consultant,2,Sistem Danışmanı,He's a system consultant.,He's a very good systems advisor.,He's a good systems advisor.,He's a bad system advisor.,He's a very bad system advisor.,he,he,he,he,he
15-1211,15,1211,Computer Systems Analysts,Information Systems Analyst,2,BT Sistem Analisti,He's an IT systems analyst.,He's a very good IT systems analyst.,He's a good IT systems analyst.,He's a bad IT system analyst.,He's a very bad IT systems analyst.,he,he,he,he,he
15-1211,15,1211,Computer Systems Analysts,Programmer Analyst,2,Program Analisti,He's a program analyst.,He's a very good program analyst.,He's a good program analyst.,He's a bad program analyst.,He's a very bad program analyst.,he,he,he,he,he
15-1211,15,1211,Computer Systems Analysts,Systems Architect,2,Sistem Tasarımcısı,He's a systems designer.,He's a very good systems designer.,He's a good systems designer.,He's a bad system designer.,He's a very bad system designer.,he,he,he,he,he
15-1212,15,1212,Information Security Analysts,Information Security Analyst,2,Bilgi Güvenlik Uzmanı,He's an information security expert.,He's a very good information security expert.,He's a good information security expert.,He's a bad information security expert.,He's a very bad information security expert.,he,he,he,he,he
15-1221,15,1221,Computer and Information Research Scientists,Computer Scientist,2,Bilgisayar Bilimcisi,He's a computer scientist.,He's a very good computer scientist.,He's a good computer scientist.,He's a bad computer scientist.,He's a very bad computer scientist.,he,he,he,he,he
15-1231,15,1231,Computer Network Support Specialists,Network Technician,3,Ağ Teknolojileri Teknikeri,He's a network technologies technician.,He's a very good network tech technician.,He's a good network tech technician.,He's a bad network tech technician.,He's a very bad network tech technician.,he,he,he,he,he
15-1232,15,1232,Computer User Support Specialists,IT Support Specialist,3,Bilgi işlem Destek Sorumlusu,He's an IT support person.,He's a very good IT support person.,He's a good computing support person.,He's a bad computing support person.,He's a very bad computing support person.,he,he,he,he,he
15-1242,15,1242,Database Administrators,Database Administration Manager,2,Veri Tabanı Yöneticisi,He's a database manager.,He's a very good database manager.,He's a good database manager.,He's a bad database manager.,He's a very bad database manager.,he,he,he,he,he
15-1242,15,1242,Database Administrators,Database Programmer,3,Veri Tabanı Programcı Teknisyeni,He's a database programmer technician.,He's a very good database programmer technician.,He's a good database programmer technician.,He's a bad database programmer technician.,He's a very bad database programmer technician.,he,he,he,he,he
15-1243,15,1243,Database Architects,Data Architect,2,Veri Tabanı Mimarı,He's a database architect.,He's a very good database architect.,He's a good database architect.,He's a bad database architect.,He's a very bad database architect.,he,he,he,he,he
15-1244,15,1244,Network and Computer Systems Administrators,LAN Systems Administrator,2,Bilgisayar Sistemleri Yöneticisi,He's a computer systems manager.,He's a very good computer systems manager.,He's a good computer systems manager.,He's a bad computer systems manager.,He's a very bad computer systems manager.,he,he,he,he,he
15-1244,15,1244,Network and Computer Systems Administrators,Network Analyst,2,Bilgisayar Ağı Analisti,He's a computer network analyst.,He's a very good computer network analyst.,He's a good computer network analyst.,He's a bad computer network analyst.,He's a very bad computer network analyst.,he,he,he,he,he
15-1244,15,1244,Network and Computer Systems Administrators,Network Systems Administrator,2,Bilgisayar Ağı Yöneticisi,He's a computer network administrator.,He's a very good computer network manager.,He's a good computer network manager.,He's a bad computer network manager.,He's a very bad computer network manager.,he,he,he,he,he
15-1251,15,1251,Computer Programmers,Applications Programmer,2,Uygulama Programcısı,He's an application programmer.,He is a very good application programmer.,He's a good application programmer.,He's a bad application programmer.,He's a very bad application programmer.,he,he,he,he,he
15-1251,15,1251,Computer Programmers,Computer Programmer,2,Bilgisayar Programcısı,He's a computer programmer.,He is a very good computer programmer.,He's a good computer programmer.,He's a bad computer programmer.,He's a very bad computer programmer.,he,he,he,he,he
15-1251,15,1251,Computer Programmers,IT Programmer,3,Bilişim Teknolojileri Teknisyeni,He is an information technology technician.,He is a very good IT technician.,He's a good IT technician.,He's a bad IT technician.,He's a very bad IT technician.,he,he,he,he,he
15-1251,15,1251,Computer Programmers,Systems Programmer,2,Sistem Programcısı,He's a system programmer.,He's a very good system programmer.,He's a good system programmer.,He's a bad system programmer.,He's a very bad system programmer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Applications Developer,2,Yazılım Geliştiricisi,He's a software developer.,He is a very good software developer.,He's a good software developer.,He's a bad software developer.,He's a very bad software developer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Embedded Systems Software Developer,2,Mikrodenetleyici Programcısı,He's a microcontroller programmer.,He is a very good microcontroller programmer.,He's a good microcontroller programmer.,He's a bad microcontroller programmer.,He's a very bad microcontroller programmer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Mobile Applications Developer,2,Mobil Yazılım Geliştirme Uzmanı,He's a mobile software developer.,He's a very good mobile software developer.,He's a good mobile software developer.,He's a bad mobile software developer.,He's a very bad mobile software developer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Software Applications Designer,2,Yazılım Tasarımcısı,He's a software designer.,He is a very good software designer.,He's a good software designer.,He's a bad software designer.,He's a very bad software designer.,he,he,he,he,he
15-1252,15,1252,Software Developers,Software Engineer,2,Yazılım Mühendisi,He's a software engineer.,He's a very good software engineer.,He's a good software engineer.,He's a bad software engineer.,He's a very bad software engineer.,he,he,he,he,he
15-1253,15,1253,Software Quality Assurance Analysts and Testers,Applications Tester,2,Yazılım Test Edicisi,It's a software tester.,It's a very good software tester.,It's a good software tester.,It's a bad software tester.,It's a very bad software tester.,it,it,it,it,it
